tenure,Tenure_Group,MonthlyCharges,SeniorCitizen,InternetService,PaymentMethod,PaperlessBilling,TechSupport,Service_Engagement,Contract,Churn
68,Loyal(3yr+),111.75,0,Fiber optic,Credit card (automatic),No,Yes,5,Two year,0
52,Loyal(3yr+),106.5,1,Fiber optic,Electronic check,Yes,No,4,One year,0
72,Loyal(3yr+),107.7,0,Fiber optic,Credit card (automatic),Yes,Yes,5,Two year,0
32,Standard(1-3yr),19.3,0,No,Mailed check,No,No internet service,0,One year,0
72,Loyal(3yr+),20.05,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
1,New(0-1yr),69.95,0,Fiber optic,Credit card (automatic),Yes,No,0,Month-to-month,0
42,Loyal(3yr+),63.7,0,DSL,Credit card (automatic),No,Yes,3,One year,0
25,Standard(1-3yr),24.75,0,No,Credit card (automatic),No,No internet service,0,Two year,1
45,Loyal(3yr+),50.9,0,DSL,Bank transfer (automatic),Yes,No,1,Month-to-month,0
43,Loyal(3yr+),60.4,0,DSL,Credit card (automatic),Yes,Yes,5,One year,0
37,Loyal(3yr+),79.25,0,DSL,Mailed check,No,No,4,One year,0
20,Standard(1-3yr),85.8,1,Fiber optic,Credit card (automatic),Yes,No,1,Month-to-month,1
4,New(0-1yr),24.45,0,DSL,Electronic check,Yes,No,0,Month-to-month,1
63,Loyal(3yr+),110.1,0,Fiber optic,Credit card (automatic),Yes,Yes,6,Two year,0
3,New(0-1yr),90.7,0,Fiber optic,Mailed check,No,No,2,Month-to-month,0
66,Loyal(3yr+),25.3,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
28,Standard(1-3yr),105.7,0,Fiber optic,Electronic check,Yes,No,4,Month-to-month,1
8,New(0-1yr),85.2,1,Fiber optic,Electronic check,No,No,1,Month-to-month,0
71,Loyal(3yr+),24.35,0,No,Mailed check,No,No internet service,0,Two year,0
1,New(0-1yr),24.25,0,DSL,Electronic check,Yes,No,0,Month-to-month,1
72,Loyal(3yr+),25.1,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
16,Standard(1-3yr),54.55,1,DSL,Bank transfer (automatic),Yes,No,2,Month-to-month,0
66,Loyal(3yr+),96.6,0,Fiber optic,Mailed check,No,Yes,4,Two year,0
11,New(0-1yr),76.5,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
51,Loyal(3yr+),81.15,0,DSL,Credit card (automatic),Yes,Yes,5,One year,0
8,New(0-1yr),38.5,0,DSL,Electronic check,Yes,No,2,Month-to-month,0
14,Standard(1-3yr),92.9,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
4,New(0-1yr),93.5,0,Fiber optic,Electronic check,Yes,Yes,3,Month-to-month,1
70,Loyal(3yr+),84.7,0,DSL,Mailed check,No,No,5,Two year,0
70,Loyal(3yr+),66.0,0,DSL,Electronic check,No,Yes,3,Two year,0
54,Loyal(3yr+),101.5,1,Fiber optic,Credit card (automatic),Yes,No,3,One year,1
28,Standard(1-3yr),74.9,0,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,1
24,Standard(1-3yr),20.75,0,No,Mailed check,No,No internet service,0,Two year,0
69,Loyal(3yr+),61.45,0,DSL,Credit card (automatic),Yes,No,2,Two year,0
42,Loyal(3yr+),54.5,0,DSL,Mailed check,No,No,2,Month-to-month,0
2,New(0-1yr),69.6,1,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
39,Loyal(3yr+),99.75,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
45,Loyal(3yr+),109.75,0,Fiber optic,Bank transfer (automatic),Yes,Yes,5,Two year,0
72,Loyal(3yr+),80.85,0,DSL,Bank transfer (automatic),Yes,Yes,5,Two year,0
38,Loyal(3yr+),20.3,0,No,Mailed check,No,No internet service,0,Two year,0
72,Loyal(3yr+),67.8,0,DSL,Bank transfer (automatic),Yes,Yes,4,Two year,0
1,New(0-1yr),24.05,0,No,Mailed check,Yes,No internet service,0,Month-to-month,1
72,Loyal(3yr+),19.8,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
55,Loyal(3yr+),25.7,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
51,Loyal(3yr+),56.15,0,DSL,Electronic check,Yes,Yes,4,One year,0
63,Loyal(3yr+),86.7,0,DSL,Bank transfer (automatic),Yes,Yes,6,Two year,0
1,New(0-1yr),20.4,0,No,Mailed check,No,No internet service,0,Month-to-month,0
23,Standard(1-3yr),19.65,0,No,Mailed check,Yes,No internet service,0,Two year,0
1,New(0-1yr),50.55,0,DSL,Electronic check,No,No,1,Month-to-month,1
2,New(0-1yr),54.35,0,DSL,Mailed check,Yes,Yes,1,Month-to-month,0
52,Loyal(3yr+),108.1,1,Fiber optic,Credit card (automatic),No,No,5,Month-to-month,0
36,Standard(1-3yr),54.45,0,DSL,Mailed check,No,No,1,One year,0
1,New(0-1yr),45.35,0,DSL,Mailed check,No,No,0,Month-to-month,0
28,Standard(1-3yr),59.0,0,DSL,Mailed check,No,No,2,One year,0
7,New(0-1yr),69.45,0,DSL,Electronic check,No,No,4,One year,0
14,Standard(1-3yr),100.55,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
72,Loyal(3yr+),64.95,1,DSL,Credit card (automatic),Yes,Yes,6,Two year,0
1,New(0-1yr),20.5,0,No,Mailed check,Yes,No internet service,0,Month-to-month,1
10,New(0-1yr),18.85,0,No,Mailed check,No,No internet service,0,Month-to-month,0
42,Loyal(3yr+),19.8,0,No,Bank transfer (automatic),No,No internet service,0,One year,0
7,New(0-1yr),25.05,0,DSL,Bank transfer (automatic),No,No,0,Month-to-month,0
4,New(0-1yr),74.8,0,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,1
72,Loyal(3yr+),114.3,0,Fiber optic,Credit card (automatic),Yes,Yes,6,Two year,0
20,Standard(1-3yr),24.45,0,DSL,Electronic check,Yes,No,0,Month-to-month,1
63,Loyal(3yr+),109.2,0,Fiber optic,Credit card (automatic),No,Yes,6,Two year,0
56,Loyal(3yr+),45.05,0,DSL,Bank transfer (automatic),No,Yes,4,Two year,0
5,New(0-1yr),51.0,0,DSL,Mailed check,Yes,Yes,1,Month-to-month,0
72,Loyal(3yr+),110.45,0,Fiber optic,Bank transfer (automatic),Yes,Yes,5,Two year,0
68,Loyal(3yr+),84.65,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
67,Loyal(3yr+),60.05,0,DSL,Mailed check,No,Yes,3,One year,0
8,New(0-1yr),44.65,0,DSL,Bank transfer (automatic),No,No,0,Month-to-month,0
52,Loyal(3yr+),93.25,0,Fiber optic,Bank transfer (automatic),Yes,Yes,3,Month-to-month,0
18,Standard(1-3yr),20.25,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
59,Loyal(3yr+),25.45,0,No,Mailed check,No,No internet service,0,Two year,0
60,Loyal(3yr+),20.6,0,No,Mailed check,No,No internet service,0,Two year,0
7,New(0-1yr),94.1,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
59,Loyal(3yr+),34.8,0,DSL,Mailed check,No,No,2,One year,0
46,Loyal(3yr+),60.75,0,DSL,Bank transfer (automatic),Yes,Yes,5,Two year,0
5,New(0-1yr),51.35,0,DSL,Electronic check,Yes,No,1,Month-to-month,0
59,Loyal(3yr+),64.05,1,DSL,Credit card (automatic),Yes,Yes,5,Two year,0
70,Loyal(3yr+),84.8,0,DSL,Bank transfer (automatic),Yes,Yes,5,Two year,0
14,Standard(1-3yr),71.0,0,Fiber optic,Credit card (automatic),Yes,No,0,Month-to-month,1
44,Loyal(3yr+),50.15,0,DSL,Mailed check,Yes,No,0,Month-to-month,0
64,Loyal(3yr+),94.6,0,Fiber optic,Credit card (automatic),Yes,No,3,Two year,0
58,Loyal(3yr+),59.75,0,DSL,Mailed check,No,Yes,5,Two year,0
46,Loyal(3yr+),100.25,1,Fiber optic,Electronic check,No,Yes,3,One year,0
58,Loyal(3yr+),98.9,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
72,Loyal(3yr+),97.7,0,Fiber optic,Credit card (automatic),Yes,No,3,Two year,0
30,Standard(1-3yr),40.3,1,DSL,Electronic check,Yes,No,2,Month-to-month,1
11,New(0-1yr),60.25,1,DSL,Bank transfer (automatic),No,No,2,Month-to-month,0
34,Standard(1-3yr),56.25,1,DSL,Electronic check,Yes,No,4,Month-to-month,0
54,Loyal(3yr+),46.2,0,DSL,Bank transfer (automatic),No,No,3,Two year,0
3,New(0-1yr),50.6,0,DSL,Electronic check,Yes,No,3,Month-to-month,1
72,Loyal(3yr+),24.9,0,No,Mailed check,No,No internet service,0,Two year,0
40,Loyal(3yr+),84.85,0,Fiber optic,Electronic check,Yes,Yes,2,Month-to-month,1
2,New(0-1yr),65.7,0,DSL,Mailed check,No,No,2,Month-to-month,1
54,Loyal(3yr+),63.35,0,DSL,Credit card (automatic),No,No,2,Two year,0
14,Standard(1-3yr),50.1,0,DSL,Bank transfer (automatic),No,No,1,Month-to-month,0
1,New(0-1yr),70.5,0,Fiber optic,Electronic check,No,No,0,Month-to-month,1
10,New(0-1yr),94.85,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
1,New(0-1yr),50.15,0,DSL,Electronic check,No,No,1,Month-to-month,0
1,New(0-1yr),19.75,0,No,Mailed check,No,No internet service,0,Month-to-month,1
56,Loyal(3yr+),64.65,0,DSL,Bank transfer (automatic),Yes,Yes,3,One year,0
68,Loyal(3yr+),79.6,0,DSL,Bank transfer (automatic),Yes,Yes,5,Two year,0
14,Standard(1-3yr),19.5,0,No,Mailed check,Yes,No internet service,0,One year,0
68,Loyal(3yr+),99.55,0,Fiber optic,Electronic check,Yes,Yes,4,Two year,0
55,Loyal(3yr+),74.0,1,Fiber optic,Electronic check,Yes,No,0,Month-to-month,0
16,Standard(1-3yr),38.9,0,DSL,Electronic check,Yes,No,2,Month-to-month,0
9,New(0-1yr),79.55,1,Fiber optic,Electronic check,Yes,No,1,Month-to-month,0
14,Standard(1-3yr),65.45,0,DSL,Electronic check,Yes,No,3,Month-to-month,1
58,Loyal(3yr+),98.7,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
53,Loyal(3yr+),46.3,0,DSL,Bank transfer (automatic),Yes,No,3,Month-to-month,0
70,Loyal(3yr+),99.35,0,Fiber optic,Credit card (automatic),Yes,No,4,Two year,0
14,Standard(1-3yr),95.8,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
22,Standard(1-3yr),67.5,0,DSL,Bank transfer (automatic),Yes,Yes,4,One year,1
10,New(0-1yr),78.15,0,Fiber optic,Credit card (automatic),Yes,No,1,Month-to-month,0
29,Standard(1-3yr),26.1,0,No,Mailed check,No,No internet service,0,Two year,0
1,New(0-1yr),69.6,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
49,Loyal(3yr+),84.35,0,DSL,Electronic check,No,Yes,5,One year,1
68,Loyal(3yr+),100.2,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
1,New(0-1yr),78.05,0,Fiber optic,Electronic check,No,No,1,Month-to-month,1
30,Standard(1-3yr),40.35,0,DSL,Credit card (automatic),Yes,Yes,2,One year,0
72,Loyal(3yr+),79.2,0,DSL,Credit card (automatic),No,Yes,5,Two year,0
10,New(0-1yr),20.9,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
7,New(0-1yr),73.6,0,Fiber optic,Electronic check,No,No,0,Month-to-month,1
9,New(0-1yr),74.75,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
1,New(0-1yr),49.9,0,DSL,Mailed check,No,No,1,Month-to-month,0
20,Standard(1-3yr),68.9,0,DSL,Credit card (automatic),Yes,Yes,3,Month-to-month,0
1,New(0-1yr),20.25,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
29,Standard(1-3yr),76.0,0,Fiber optic,Credit card (automatic),Yes,No,0,Month-to-month,0
1,New(0-1yr),74.0,0,Fiber optic,Electronic check,No,Yes,1,Month-to-month,0
3,New(0-1yr),82.3,0,Fiber optic,Mailed check,Yes,Yes,2,Month-to-month,0
20,Standard(1-3yr),89.4,0,Fiber optic,Bank transfer (automatic),Yes,No,3,Month-to-month,0
64,Loyal(3yr+),99.15,0,Fiber optic,Credit card (automatic),Yes,Yes,4,Month-to-month,0
1,New(0-1yr),20.2,0,No,Mailed check,Yes,No internet service,0,Month-to-month,1
6,New(0-1yr),29.45,0,DSL,Bank transfer (automatic),No,No,1,Month-to-month,0
50,Loyal(3yr+),19.8,0,No,Electronic check,No,No internet service,0,Two year,0
6,New(0-1yr),59.15,0,DSL,Bank transfer (automatic),Yes,No,2,Month-to-month,0
7,New(0-1yr),44.75,0,DSL,Electronic check,No,No,0,Month-to-month,0
72,Loyal(3yr+),90.8,0,Fiber optic,Credit card (automatic),Yes,No,2,Two year,0
8,New(0-1yr),49.55,0,DSL,Bank transfer (automatic),Yes,No,1,Month-to-month,0
67,Loyal(3yr+),106.7,0,Fiber optic,Credit card (automatic),No,Yes,4,Two year,0
24,Standard(1-3yr),93.55,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
72,Loyal(3yr+),94.45,0,Fiber optic,Credit card (automatic),Yes,No,3,Two year,0
33,Standard(1-3yr),19.45,0,No,Bank transfer (automatic),Yes,No internet service,0,One year,0
2,New(0-1yr),25.05,0,DSL,Electronic check,Yes,No,0,Month-to-month,1
70,Loyal(3yr+),67.95,0,DSL,Mailed check,No,Yes,4,Two year,0
22,Standard(1-3yr),65.25,0,DSL,Bank transfer (automatic),No,No,3,One year,0
59,Loyal(3yr+),99.45,0,Fiber optic,Bank transfer (automatic),Yes,No,4,Month-to-month,0
36,Standard(1-3yr),20.35,0,No,Credit card (automatic),Yes,No internet service,0,One year,0
51,Loyal(3yr+),19.95,0,No,Mailed check,No,No internet service,0,Two year,0
53,Loyal(3yr+),77.4,0,DSL,Bank transfer (automatic),No,Yes,4,One year,0
20,Standard(1-3yr),19.7,0,No,Bank transfer (automatic),No,No internet service,0,One year,0
63,Loyal(3yr+),99.7,0,Fiber optic,Credit card (automatic),No,No,4,Two year,0
40,Loyal(3yr+),74.8,0,Fiber optic,Credit card (automatic),No,No,1,Month-to-month,0
35,Standard(1-3yr),19.15,0,No,Mailed check,Yes,No internet service,0,One year,0
26,Standard(1-3yr),78.95,0,Fiber optic,Bank transfer (automatic),No,No,1,One year,0
27,Standard(1-3yr),95.55,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
53,Loyal(3yr+),62.85,0,DSL,Credit card (automatic),No,Yes,3,One year,0
34,Standard(1-3yr),71.55,1,Fiber optic,Credit card (automatic),No,No,0,Month-to-month,0
19,Standard(1-3yr),94.95,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
43,Loyal(3yr+),86.1,0,Fiber optic,Credit card (automatic),Yes,No,3,Month-to-month,0
6,New(0-1yr),19.55,0,No,Mailed check,No,No internet service,0,Month-to-month,0
56,Loyal(3yr+),24.8,0,No,Mailed check,Yes,No internet service,0,Two year,0
57,Loyal(3yr+),39.3,0,DSL,Electronic check,Yes,No,2,Month-to-month,1
34,Standard(1-3yr),84.05,0,Fiber optic,Mailed check,Yes,No,2,Month-to-month,0
10,New(0-1yr),36.25,0,DSL,Electronic check,No,Yes,2,Month-to-month,0
1,New(0-1yr),20.25,0,No,Mailed check,Yes,No internet service,0,Month-to-month,1
13,Standard(1-3yr),23.9,0,DSL,Electronic check,Yes,No,0,Month-to-month,1
56,Loyal(3yr+),98.6,0,Fiber optic,Electronic check,No,No,3,Month-to-month,0
55,Loyal(3yr+),103.65,0,Fiber optic,Credit card (automatic),Yes,No,4,Month-to-month,0
36,Standard(1-3yr),92.9,0,DSL,Credit card (automatic),Yes,Yes,6,Two year,0
47,Loyal(3yr+),19.9,0,No,Bank transfer (automatic),No,No internet service,0,One year,0
12,New(0-1yr),20.1,0,No,Credit card (automatic),Yes,No internet service,0,Month-to-month,0
1,New(0-1yr),85.45,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
24,Standard(1-3yr),80.5,1,Fiber optic,Electronic check,Yes,No,1,Month-to-month,0
63,Loyal(3yr+),99.9,0,Fiber optic,Bank transfer (automatic),No,No,3,One year,1
35,Standard(1-3yr),39.85,1,DSL,Electronic check,Yes,No,2,Month-to-month,0
67,Loyal(3yr+),60.5,0,DSL,Credit card (automatic),No,Yes,3,One year,0
25,Standard(1-3yr),84.8,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
21,Standard(1-3yr),103.85,0,Fiber optic,Mailed check,No,No,4,Month-to-month,0
13,Standard(1-3yr),67.8,0,DSL,Bank transfer (automatic),No,Yes,4,Month-to-month,0
35,Standard(1-3yr),75.2,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
71,Loyal(3yr+),24.85,1,No,Bank transfer (automatic),No,No internet service,0,Two year,0
29,Standard(1-3yr),19.35,0,No,Credit card (automatic),No,No internet service,0,Month-to-month,0
71,Loyal(3yr+),49.35,0,DSL,Electronic check,No,No,3,Two year,1
7,New(0-1yr),89.0,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
57,Loyal(3yr+),55.0,1,DSL,Electronic check,Yes,No,4,Month-to-month,0
65,Loyal(3yr+),76.15,0,DSL,Bank transfer (automatic),No,Yes,4,Two year,0
27,Standard(1-3yr),20.3,0,No,Mailed check,No,No internet service,0,One year,0
6,New(0-1yr),74.9,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
72,Loyal(3yr+),117.35,1,Fiber optic,Credit card (automatic),Yes,Yes,6,Two year,0
1,New(0-1yr),19.75,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
11,New(0-1yr),45.2,0,DSL,Credit card (automatic),No,No,0,Month-to-month,0
39,Loyal(3yr+),25.2,0,No,Mailed check,No,No internet service,0,Two year,0
59,Loyal(3yr+),89.75,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
26,Standard(1-3yr),75.0,0,DSL,Bank transfer (automatic),No,Yes,4,One year,0
2,New(0-1yr),49.95,1,DSL,Mailed check,No,No,1,Month-to-month,0
72,Loyal(3yr+),65.7,0,DSL,Bank transfer (automatic),No,Yes,6,Two year,0
65,Loyal(3yr+),67.05,0,DSL,Credit card (automatic),No,No,3,One year,0
72,Loyal(3yr+),110.9,0,Fiber optic,Credit card (automatic),No,Yes,5,Two year,0
6,New(0-1yr),87.95,0,Fiber optic,Bank transfer (automatic),Yes,Yes,2,Month-to-month,0
32,Standard(1-3yr),19.8,1,No,Credit card (automatic),No,No internet service,0,One year,0
50,Loyal(3yr+),75.7,0,DSL,Bank transfer (automatic),No,No,3,One year,0
61,Loyal(3yr+),62.15,0,DSL,Mailed check,Yes,Yes,5,Two year,0
15,Standard(1-3yr),101.25,0,Fiber optic,Electronic check,Yes,No,4,Month-to-month,1
72,Loyal(3yr+),115.15,0,Fiber optic,Bank transfer (automatic),No,Yes,6,Two year,0
9,New(0-1yr),18.95,0,No,Mailed check,Yes,No internet service,0,Month-to-month,1
1,New(0-1yr),19.5,0,No,Mailed check,No,No internet service,0,Month-to-month,0
12,New(0-1yr),86.55,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,0
37,Loyal(3yr+),28.6,0,DSL,Credit card (automatic),No,Yes,1,Month-to-month,1
61,Loyal(3yr+),20.4,0,No,Mailed check,No,No internet service,0,One year,0
18,Standard(1-3yr),19.8,0,No,Bank transfer (automatic),No,No internet service,0,One year,0
21,Standard(1-3yr),45.65,0,DSL,Mailed check,No,No,0,Month-to-month,0
68,Loyal(3yr+),56.4,0,DSL,Mailed check,Yes,Yes,5,Two year,0
12,New(0-1yr),73.3,1,Fiber optic,Credit card (automatic),Yes,No,0,Month-to-month,0
2,New(0-1yr),24.35,1,DSL,Electronic check,No,No,0,Month-to-month,1
62,Loyal(3yr+),101.35,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
29,Standard(1-3yr),98.65,1,Fiber optic,Electronic check,No,Yes,3,Month-to-month,1
1,New(0-1yr),33.6,0,DSL,Mailed check,No,Yes,2,Month-to-month,0
5,New(0-1yr),79.9,1,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,1
1,New(0-1yr),20.7,0,No,Electronic check,No,No internet service,0,Month-to-month,0
62,Loyal(3yr+),104.05,0,Fiber optic,Electronic check,Yes,Yes,4,Two year,0
36,Standard(1-3yr),20.25,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
28,Standard(1-3yr),103.3,1,Fiber optic,Electronic check,Yes,Yes,4,Month-to-month,1
69,Loyal(3yr+),73.7,0,DSL,Credit card (automatic),No,Yes,4,One year,0
11,New(0-1yr),96.2,0,Fiber optic,Credit card (automatic),Yes,Yes,3,Month-to-month,1
63,Loyal(3yr+),108.75,0,Fiber optic,Electronic check,Yes,Yes,5,Month-to-month,0
23,Standard(1-3yr),20.15,0,No,Bank transfer (automatic),No,No internet service,0,One year,0
10,New(0-1yr),19.75,0,No,Credit card (automatic),No,No internet service,0,Month-to-month,0
71,Loyal(3yr+),25.95,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
45,Loyal(3yr+),70.05,1,DSL,Electronic check,Yes,Yes,3,Month-to-month,0
70,Loyal(3yr+),24.05,0,No,Mailed check,No,No internet service,0,Two year,0
22,Standard(1-3yr),84.75,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,0
52,Loyal(3yr+),23.05,0,No,Mailed check,No,No internet service,0,Two year,0
55,Loyal(3yr+),104.15,0,Fiber optic,Electronic check,Yes,Yes,4,One year,1
65,Loyal(3yr+),59.95,0,DSL,Credit card (automatic),No,Yes,5,Two year,0
72,Loyal(3yr+),19.55,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
10,New(0-1yr),19.6,0,No,Bank transfer (automatic),No,No internet service,0,One year,0
7,New(0-1yr),20.05,0,No,Mailed check,No,No internet service,0,One year,0
5,New(0-1yr),85.55,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
24,Standard(1-3yr),78.6,0,DSL,Credit card (automatic),No,No,4,Two year,0
72,Loyal(3yr+),116.8,0,Fiber optic,Credit card (automatic),Yes,Yes,6,Two year,0
21,Standard(1-3yr),43.55,0,DSL,Mailed check,Yes,Yes,3,Month-to-month,0
69,Loyal(3yr+),60.8,0,DSL,Credit card (automatic),Yes,Yes,5,One year,0
44,Loyal(3yr+),54.9,0,DSL,Bank transfer (automatic),Yes,Yes,2,Month-to-month,0
61,Loyal(3yr+),65.2,1,DSL,Electronic check,Yes,No,2,One year,0
24,Standard(1-3yr),102.95,1,Fiber optic,Credit card (automatic),Yes,No,4,Month-to-month,1
1,New(0-1yr),90.6,0,Fiber optic,Electronic check,No,No,2,Month-to-month,1
6,New(0-1yr),50.8,0,DSL,Bank transfer (automatic),Yes,Yes,1,Month-to-month,1
4,New(0-1yr),90.05,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
72,Loyal(3yr+),108.2,0,Fiber optic,Electronic check,Yes,Yes,5,Two year,0
72,Loyal(3yr+),92.0,0,DSL,Bank transfer (automatic),No,Yes,6,Two year,0
14,Standard(1-3yr),75.1,1,Fiber optic,Electronic check,Yes,No,0,Month-to-month,0
7,New(0-1yr),25.05,0,No,Bank transfer (automatic),Yes,No internet service,0,Month-to-month,0
48,Loyal(3yr+),75.15,0,Fiber optic,Electronic check,No,No,1,One year,0
55,Loyal(3yr+),19.5,0,No,Mailed check,No,No internet service,0,One year,0
1,New(0-1yr),19.3,0,No,Credit card (automatic),No,No internet service,0,Month-to-month,0
45,Loyal(3yr+),112.2,0,Fiber optic,Credit card (automatic),No,Yes,6,One year,0
3,New(0-1yr),70.3,0,Fiber optic,Mailed check,Yes,No,0,Month-to-month,0
71,Loyal(3yr+),19.6,0,No,Mailed check,No,No internet service,0,Two year,0
8,New(0-1yr),20.25,0,No,Mailed check,No,No internet service,0,Month-to-month,0
3,New(0-1yr),75.85,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
69,Loyal(3yr+),80.65,0,DSL,Bank transfer (automatic),No,Yes,5,Two year,0
1,New(0-1yr),68.5,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
72,Loyal(3yr+),115.75,1,Fiber optic,Credit card (automatic),Yes,Yes,6,Two year,0
11,New(0-1yr),73.5,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
71,Loyal(3yr+),80.6,0,DSL,Bank transfer (automatic),No,Yes,5,Two year,0
1,New(0-1yr),69.95,0,Fiber optic,Mailed check,Yes,No,0,Month-to-month,1
33,Standard(1-3yr),59.55,0,DSL,Bank transfer (automatic),No,Yes,5,Two year,0
16,Standard(1-3yr),19.05,0,No,Mailed check,No,No internet service,0,One year,0
56,Loyal(3yr+),95.65,1,Fiber optic,Electronic check,No,Yes,4,One year,0
1,New(0-1yr),19.95,0,No,Credit card (automatic),No,No internet service,0,Month-to-month,0
5,New(0-1yr),70.05,0,DSL,Electronic check,Yes,No,3,Month-to-month,1
57,Loyal(3yr+),19.4,0,No,Mailed check,No,No internet service,0,One year,0
56,Loyal(3yr+),36.1,0,DSL,Credit card (automatic),Yes,No,2,One year,0
8,New(0-1yr),94.0,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
22,Standard(1-3yr),61.15,0,DSL,Mailed check,No,No,3,Month-to-month,1
1,New(0-1yr),19.75,0,No,Mailed check,No,No internet service,0,Month-to-month,0
40,Loyal(3yr+),64.1,0,DSL,Credit card (automatic),Yes,Yes,3,Month-to-month,0
46,Loyal(3yr+),19.75,0,No,Credit card (automatic),No,No internet service,0,Two year,0
63,Loyal(3yr+),19.7,0,No,Mailed check,No,No internet service,0,Two year,0
68,Loyal(3yr+),110.2,0,Fiber optic,Electronic check,Yes,No,5,Two year,0
69,Loyal(3yr+),106.35,0,Fiber optic,Credit card (automatic),Yes,Yes,5,Two year,0
56,Loyal(3yr+),90.55,0,Fiber optic,Electronic check,No,Yes,3,Month-to-month,0
